X,Y,Latitude,Longitude
998387.5,450377.0899,34.75845658122994,-103.35268424581345
998387.5,450377.0899,34.75845658122994,-103.35268424581345
998387.5,450377.0899,34.75845658122994,-103.35268424581345
998387.5,450377.0899,34.75845658122994,-103.35268424581345
995965.3701,450287.7799,34.75951150836356,-103.37893004529084
995965.3701,450287.7799,34.75951150836356,-103.37893004529084
995965.3701,450287.7799,34.75951150836356,-103.37893004529084
995965.3701,450287.7799,34.75951150836356,-103.37893004529084
995965.3701,450287.7799,34.75951150836356,-103.37893004529084
995965.3701,450287.7799,34.75951150836356,-103.37893004529084
995965.3701,450287.7799,34.75951150836356,-103.37893004529084
995965.3701,450287.7799,34.75951150836356,-103.37893004529084
995965.3701,450287.7799,34.75951150836356,-103.37893004529084
995965.3701,450287.7799,34.75951150836356,-103.37893004529084
995965.3701,450287.7799,34.75951150836356,-103.37893004529084
995965.3701,450287.7799,34.75951150836356,-103.37893004529084
995965.3701,450287.7799,34.75951150836356,-103.37893004529084
995965.3701,450287.7799,34.75951150836356,-103.37893004529084
995965.3701,450287.7799,34.75951150836356,-103.37893004529084
995965.3701,450287.7799,34.75951150836356,-103.37893004529084
995965.3701,450287.7799,34.75951150836356,-103.37893004529084
995965.3701,450287.7799,34.75951150836356,-103.37893004529084
995965.3701,450287.7799,34.75951150836356,-103.37893004529084
1013161.25,439804.1201,34.65283347141278,-103.20311342512024
999828.19,440245.5899,34.66703988490575,-103.34651515368951
995965.3701,450287.7799,34.75951150836356,-103.37893004529084
995965.3701,450287.7799,34.75951150836356,-103.37893004529084
995965.3701,450287.7799,34.75951150836356,-103.37893004529084
995965.3701,450287.7799,34.75951150836356,-103.37893004529084
1023983.75,451228.3701,34.746139534519465,-103.07553326352989
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1023983.75,451228.3701,34.746139534519465,-103.07553326352989
1023983.75,451228.3701,34.746139534519465,-103.07553326352989
1023983.75,451228.3701,34.746139534519465,-103.07553326352989
1023983.75,451228.3701,34.746139534519465,-103.07553326352989
1023983.75,451228.3701,34.746139534519465,-103.07553326352989
1023983.75,451228.3701,34.746139534519465,-103.07553326352989
1023983.75,451228.3701,34.746139534519465,-103.07553326352989
1023983.75,451228.3701,34.746139534519465,-103.07553326352989
1023983.75,451228.3701,34.746139534519465,-103.07553326352989
1023983.75,451228.3701,34.746139534519465,-103.07553326352989
1023983.75,451228.3701,34.746139534519465,-103.07553326352989
992150.1499,450839.27,34.76733297203844,-103.41963791156915
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
1011564.54,437763.9902,34.635892029375874,-103.22224440568073
986877.06,463946.0899,34.88819784933536,-103.46459447489877
986877.06,463946.0899,34.88819784933536,-103.46459447489877
986877.06,463946.0899,34.88819784933536,-103.46459447489877
986877.06,463946.0899,34.88819784933536,-103.46459447489877
986877.06,463946.0899,34.88819784933536,-103.46459447489877
986877.06,463946.0899,34.88819784933536,-103.46459447489877
986877.06,463946.0899,34.88819784933536,-103.46459447489877
986877.06,463946.0899,34.88819784933536,-103.46459447489877
986877.06,463946.0899,34.88819784933536,-103.46459447489877
986877.06,463946.0899,34.88819784933536,-103.46459447489877
986877.06,463946.0899,34.88819784933536,-103.46459447489877
986877.06,463946.0899,34.88819784933536,-103.46459447489877
986877.06,463946.0899,34.88819784933536,-103.46459447489877
984056.6201,420750.9199,34.50511147903497,-103.53433572109971
990536.06,431004.9199,34.591703489131554,-103.45521993454429
990536.06,431004.9199,34.591703489131554,-103.45521993454429
990536.06,431004.9199,34.591703489131554,-103.45521993454429
990536.06,431004.9199,34.591703489131554,-103.45521993454429
990536.06,431004.9199,34.591703489131554,-103.45521993454429
990536.06,431004.9199,34.591703489131554,-103.45521993454429
990536.06,431004.9199,34.591703489131554,-103.45521993454429
990536.06,431004.9199,34.591703489131554,-103.45521993454429
990536.06,431004.9199,34.591703489131554,-103.45521993454429
990536.06,431004.9199,34.591703489131554,-103.45521993454429
990536.06,431004.9199,34.591703489131554,-103.45521993454429
990536.06,431004.9199,34.591703489131554,-103.45521993454429
990536.06,431004.9199,34.591703489131554,-103.45521993454429
990536.06,431004.9199,34.591703489131554,-103.45521993454429
990536.06,431004.9199,34.591703489131554,-103.45521993454429
990536.06,431004.9199,34.591703489131554,-103.45521993454429
990536.06,431004.9199,34.591703489131554,-103.45521993454429
990536.06,431004.9199,34.591703489131554,-103.45521993454429
990536.06,431004.9199,34.591703489131554,-103.45521993454429
984860.81,424533.06,34.5382438309434,-103.5222641453063
1013271.0,437665.5899,34.63369203174262,-103.20393904611196
996209.4501,403304.2402,34.34043729321429,-103.41930343104566
1032485.62,445963.75,34.692507093780804,-102.98888113122533
1026674.96,435266.0299,34.601830147593674,-103.06175932373985
1026674.96,435266.0299,34.601830147593674,-103.06175932373985
1026674.96,435266.0299,34.601830147593674,-103.06175932373985
1026674.96,435266.0299,34.601830147593674,-103.06175932373985
1024953.81,446220.5,34.70076536729352,-103.06985646581828
1016796.06,444423.56,34.691163028731644,-103.15955652241351
1016796.06,444423.56,34.691163028731644,-103.15955652241351
1016631.25,451556.81,34.75484683765032,-103.15457848456782
1016631.25,451556.81,34.75484683765032,-103.15457848456782
1016631.25,451556.81,34.75484683765032,-103.15457848456782
1016631.25,451556.81,34.75484683765032,-103.15457848456782
1027577.82,431234.8999,34.56521141399375,-103.05587616091066
1027577.82,431234.8999,34.56521141399375,-103.05587616091066
1027577.82,431234.8999,34.56521141399375,-103.05587616091066
1027577.82,431234.8999,34.56521141399375,-103.05587616091066
991966.0,420437.5,34.49639873991052,-103.4494205841077
999819.3701,417159.5,34.46124200024116,-103.36785504311744
